id,date,media_type,views,hashtag_match,permalink,caption
18356133892208292,2026-07-12,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DarJ-ICFm_F/,Welcome Home 💙 🇮🇱   #SCAIsrael
18081430775675972,2026-07-10,IMAGE,N/A (not video),False,https://www.instagram.com/p/DanqFppJfYk/,Join @yof_themidrash_af and @afnishmat on Thursday for a special day of women’s health & halakha!
17980402737106423,2026-07-09,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DaliWbWlhDT/,"Today, @rabbidweck spoke about how we’re all created in the image of God and the potential each and every one of us has. Thank you to Frieda & Joey Franco for hosting. Swipe for details on next weeks #SCAParashaOnThePorch class! #SCATorah"
17967679470148406,2026-07-08,VIDEO,1783,True,https://www.instagram.com/reel/Dai9lk8pAHf/,"Celebrating 300 Episodes 🎉   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #scaheritage"
18141840715551409,2026-07-06,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DadD8xsltC1/,Season 9 of #SCAParashaOnThePorch begins this week with @rabbidweck ! #SCATorah
18171403042442058,2026-07-03,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DaVqxfuFkTl/,"Scenes from our annual 17th BeTamuz day of learning yesterday, in partnership with @tanachstudy and Ohel Yishak of Allenhurst! All classes are recorded and can be found by searching “Tanach Study” on YouTube. #SCATorah   .  Thank you to our sponsors:  Julie & Morris Dweck Raquel & Joey Franco Lillian & Eli Haddad Toby & Ronny Hersh Helene & Alan Shamah"
18139425724556187,2026-07-02,IMAGE,N/A (not video),False,https://www.instagram.com/p/DaTnSnDJKsX/,"We’re excited to be hosting Rabbi Eldar in Deal, NJ this Shabbat!"
17925542049367916,2026-07-01,VIDEO,1140,True,https://www.instagram.com/reel/DaQeXKKJswq/,"Episode 300: “Forgotten Customs of Hinukh HaBayit”   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #scaheritage"
17912871144411376,2026-07-01,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DaQaId0libU/,[SWIPE 👉👉] Annual Fast of 17 BeTamuz Day of Learning Schedule #SCATorah
18133377967581701,2026-06-30,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DaOT23MFuzV/,Remembering the brave souls who made the ultimate sacrifice for our nation this month  יהי זכרם ברוך #SCAIsrael #IDFFallenHeroes #StandWithIsrael 🇮🇱
18099551447465863,2026-06-24,IMAGE,N/A (not video),False,https://www.instagram.com/p/DZ-qVWqpBYZ/,Annual Fast of 17 BeTamuz Day of Learning Schedule #SCATorah
18112137997928457,2026-06-17,IMAGE,N/A (not video),False,https://www.instagram.com/p/DZsAtgmJ9NP/,For sponsorship opportunities contact Rabbi Ikey Tawil at (917) 557-1003
18128746582615342,2026-06-16,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DZqO8LXln3k/,[SWIPE 👉👉] SCA Summer 2026 Boys Learning Program #SCATorah
17920435800166966,2026-06-16,IMAGE,N/A (not video),False,https://www.instagram.com/p/DZpKozUJaOf/,SCA SUMMER 2026 GIRLS’ LEARNING PROGRAM JUNE 29TH — AUGUST 13TH  #SCATorah
18343632997175301,2026-06-15,IMAGE,N/A (not video),False,https://www.instagram.com/p/DZnZ0mvpnwX/,SCA Summer 2026 Women’s Learning Program starts in just two weeks! #SCATorah
17852775840694773,2026-06-10,VIDEO,1187,True,https://www.instagram.com/reel/DZaZVjMJMbh/,"Episode 299: “Introduction to Hinukh HaBayit”   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #scaheritageweek"
18442697278143091,2026-06-09,IMAGE,N/A (not video),False,https://www.instagram.com/p/DZXikPlJggL/,"Annual Fast of 17 BeTamuz Day of Learning  Thursday, July 2nd, 2026 Full schedule coming soon #SCATorah"
17876710362609535,2026-06-09,IMAGE,N/A (not video),False,https://www.instagram.com/p/DZWNFNrJLhK/,Mark your calendars for season 9 of #SCAParashaOnThePorch ! #SCATorah
18105696517947762,2026-06-01,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DZDTFmaFhKs/,"Our community showed up loud and proud to stand with Israel at the annual Israel Day on Fifth, showing our commitment to Medinat Yisrael! 💙 🇮🇱 #SCAIsrael"
18138113773544047,2026-06-01,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DZC44HIFqiY/,Remembering the brave souls who made the ultimate sacrifice for our nation this month  יהי זכרם ברוך #SCAIsrael #IDFFallenHeroes #StandWithIsrael 🇮🇱
18043147898790237,2026-05-29,VIDEO,4180,False,https://www.instagram.com/reel/DY7NmvHpoaX/,A Message About the Salute to Israel Parade from Rabbi David Tawil 🇮🇱 #SCAIsrael
18363759454225864,2026-05-29,IMAGE,N/A (not video),False,https://www.instagram.com/p/DY7HPjXJ6rf/,Join us THIS SUNDAY for the annual @jcrcny_israeldayonfifth ! #SCAIsrael 🇮🇱
17954090463139373,2026-05-27,VIDEO,930,True,https://www.instagram.com/reel/DY2VS3rp-OV/,"Episode 298: “Reciting Hallel in a House of Mourning”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
17932251669266332,2026-05-20,VIDEO,1010,True,https://www.instagram.com/reel/DYkTrtLp4P9/,"Episode 297: “Tiqun Leil Shabuot”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #SCAHeritage"
18328050118269686,2026-05-15,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DYXM5uxFk5R/,[SWIPE 👉👉] Sephardic Community Alliance: “59 for 59”  Recommending 59 Israel books to celebrate 59 years since the reunification of Jerusalem on Yom Yerushalayim 2026 🇮🇱 #SCAIsrael
17867938704616939,2026-05-08,IMAGE,N/A (not video),False,https://www.instagram.com/p/DYFIM7nCRgJ/,Wars of Israel Part ✌🏻  To stay updated on future classes of this series with @david_zeit_tours join our new Israel series WhatsApp chat by contacting Gail at (347) 271-2141 🇮🇱 #SCAIsrael
17919253104144389,2026-05-01,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DXytzz2FsRn/,Remembering the brave souls who made the ultimate sacrifice for our nation this month  יהי זכרם ברוך #SCAIsrael #IDFFallenHeroes #StandWithIsrael 🇮🇱
18093951860335345,2026-04-30,IMAGE,N/A (not video),False,https://www.instagram.com/p/DXxL2v3icH_/,Our series on Israel with @david_zeit_tours continues this Sunday where we’ll be discussing the Wars of Israel (Part 1) 🇮🇱 #SCAIsrael
18076059473222956,2026-04-29,IMAGE,N/A (not video),False,https://www.instagram.com/p/DXujvO8ic9Z/,Ms. Jacqueline Mizrachi is starting a new series this May teaching Psychology in Sefer Vayikra on Wednesdays at Sephardic Synagogue! #SCATorah
17894270436451031,2026-04-29,VIDEO,1028,True,https://www.instagram.com/reel/DXuOc_giZgZ/,"Episode 296: “Pesah Sheni & Ribbi Meir Baal Hanes”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #SCAHeritage"
18060160382447978,2026-04-23,IMAGE,N/A (not video),False,https://www.instagram.com/p/DXeoODkie3k/,We’re partnering with @david_zeit_tours for another incredible series on Israel. This Sunday we’ll be kicking it off by discussing the GEOGRAPHY of Israel 🇮🇱 #SCAIsrael
18098938202049299,2026-04-22,VIDEO,1906,False,https://www.instagram.com/reel/DXcGr9ViVY9/,A Yom Haasmaut message to our community from the front lines! 🇮🇱
17872349574598190,2026-04-20,VIDEO,928,False,https://www.instagram.com/reel/DXW_yNeCbmj/,“Barley and Wheat: A Tale of Two Harvests” by Moey Sutton #SCAIsrael
17991747941954531,2026-04-17,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DXPP4nJFkc3/,Swipe for details on so many Yom Hazikaron & Yom Haasmaut events! #SCAIsrael
18401743255149683,2026-04-17,IMAGE,N/A (not video),False,https://www.instagram.com/p/DXO9HNLCdeU/,Look out for copies at SCA member affiliate synagogues this Shabbat 👀  . Sponsored in loving memory of Nat Dweck A”H and Esther Salama A”H By The Benun and Dweck Families
18117612508729395,2026-04-14,VIDEO,623,False,https://www.instagram.com/reel/DXHPQJHiYJv/,"A meaningful message for Yom HaShoah, Holocaust Remembrance Day."
18096788408101633,2026-03-31,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DWjwt8HFmfP/,Remembering the brave souls who made the ultimate sacrifice for our nation  יהי זכרם ברוך #SCAIsrael #IDFFallenHeroes #StandWithIsrael 🇮🇱
18097912801994227,2026-03-26,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DWWfxHSlsjS/,Remembering the brave souls who made the ultimate sacrifice for our nation  יהי זכרם ברוך #SCAIsrael #IDFFallenHeroes #StandWithIsrael 🇮🇱
18158679958384808,2026-03-25,VIDEO,649,True,https://www.instagram.com/reel/DWUKCJ3kki4/,"Episode 295: “The 1897 Printing of the Haggadah in Aleppo”   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18078016982122144,2026-03-18,VIDEO,942,True,https://www.instagram.com/reel/DWCHvGkiW7k/,"Episode 294: “The 12 Princes of Nissan”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #SCAHeritage"
18153289381442940,2026-03-16,IMAGE,N/A (not video),False,https://www.instagram.com/p/DV9AUbaCW2W/,Weekly Torah Talks with Mrs. Vivien Hidary on Zoom every Tuesday morning! #SCATorah
18071040677217932,2026-03-13,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DV00xloFk6a/,Remembering the brave souls who made the ultimate sacrifice for our nation  יהי זכרם ברוך #SCAIsrael #IDFFallenHeroes #StandWithIsrael 🇮🇱
18112882486676825,2026-03-12,IMAGE,N/A (not video),False,https://www.instagram.com/p/DVy0Qd5CVAi/,What does it really mean to be free? Let’s explore that question together. Join us for a pre-pesah conversation on “Bound to Be Free” with Rachel Ashkenazi  🗓️ March 18 at 12PM.  📍 The Club at Beth Torah #SCATorah
18071541602536965,2026-03-06,IMAGE,N/A (not video),False,https://www.instagram.com/p/DVjMJwTCTOO/,Tomorrow night at 7:30pm! The culmination of months of learning across our community. Eight synagogues unite for a powerful night celebrating Torah and a Siyum. Pizza • Doughnuts • Candy • Ice Cream Raffles • Prizes • Giveaways You don’t want to miss this!
17866726743590859,2026-03-04,VIDEO,588,True,https://www.instagram.com/reel/DVePJ2GCWRN/,"Episode 293: “Adding Amen After the Blessings After the Haftarah”   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
17985527798955324,2026-03-02,VIDEO,1024,False,https://www.instagram.com/reel/DVY3oJrCX95/,“What time is the Megilah?”  See link in bio to access 125+ times and locations!
18097207249788179,2026-03-02,VIDEO,3489,False,https://www.instagram.com/reel/DVYlu0rCTA2/,"“Modern Day Purim: Unity, Courage and Hashem’s Miracles” with Rabbi Richard Tobias"
17877813519484947,2026-03-02,VIDEO,1789,False,https://www.instagram.com/reel/DVXQ12QCQ5l/,“From Amalek to Modern Enemies: The Strikes on Iran During Perashat Zakhor and Purim” by Rabbi Ikey Tawil
17905048776199875,2026-03-02,VIDEO,17062,False,https://www.instagram.com/reel/DVXLWwgCUFJ/,“Who was Ali Khameni” insight by Rabbi Nathan Zaboulani
18127850383543165,2026-02-25,VIDEO,970,True,https://www.instagram.com/reel/DVMJC9xkpZ3/,"Episode 292: “Megillah Readings At Home”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.   #SCAMinhagOfTheWeek #SCAHeritage"
17963587560018036,2026-02-24,IMAGE,N/A (not video),False,https://www.instagram.com/p/DVKAh8tieS7/,Join Mrs. Michal Tawil’s weekly Zoom class Wednesdays at 12 on “Connecting to God through our Personal Relationships”! #SCATorah
18090593197871045,2026-02-19,IMAGE,N/A (not video),False,https://www.instagram.com/p/DU8awN8gKTk/,"We’re excited to share details on this year’s #SCABridgeTheGap program!  A meaningful day for community students studying in Israel featuring introspective sessions, a night hike, BBQ, and Rikkudim.  🗓 Monday, March 9, 2026 📍 Meetup 3:15 PM at The Inbal Hotel  #SCAYoungAdults .  Sponsored by Toby & Ronny Hersh"
18102378799889186,2026-02-18,VIDEO,725,True,https://www.instagram.com/reel/DU6J5TJCfBf/,"Episode 291: “The Mizmorim for Purim and Fast Days”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
17854703259667298,2026-02-18,IMAGE,N/A (not video),False,https://www.instagram.com/p/DU5n05tgMrg/,"If you’re looking to stay inspired, join our weekly class with Rabbi Besser Wednesdays at 1:00pm @yofhs #SCATorah"
18091155863473649,2026-02-15,IMAGE,N/A (not video),False,https://www.instagram.com/p/DUysXbHCdah/,Join Mrs. Rachel Ashkenazi and take a delve into the beauty of the Mitzvot of Purim. This Wednesday at 12 PM at The Club of Beth Torah. #SCATorah
17979498407809560,2026-02-11,IMAGE,N/A (not video),False,https://www.instagram.com/p/DUof6pUifh7/,Delve into the Perashah Thursdays at 11:00am with Mrs. Alouf #SCATorah
17961133841900856,2026-02-11,VIDEO,1061,True,https://www.instagram.com/reel/DUoEdQdCYt2/,"Episode 290: “Berakhah on M’labas according to Halabi Minhag”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18161746102413637,2026-02-10,IMAGE,N/A (not video),False,https://www.instagram.com/p/DUlr80qCemv/,"🇮🇱 FREE BIRTHRIGHT ISRAEL TRIP – SUMMER 2026 🇮🇱  June 8–19, 2026 | Ages 18–26 Very limited spots — first come, first serve  ✅ Still eligible if you went on a Birthright volunteer trip ❌ Not eligible if you studied for a full year in Israel  Apply here 👉 www.thesca.com/birthright  Questions: scabirthright@gmail.com  #SCAYoungAdults"
18033218564577798,2026-02-09,IMAGE,N/A (not video),False,https://www.instagram.com/p/DUiwlAMCQuH/,Join Jacqueline Mizrachi as she continues teaching the Psychology of Sefer Shemot on Wednesdays at Sephardic Synagogue! #SCATorah
18200651041330009,2026-02-06,IMAGE,N/A (not video),False,https://www.instagram.com/p/DUbCgMEicE1/,Pause & Reflect: Join us this Sunday afternoon for a brief Torah insight during Halftime with Rabbi Ikey Tawil! #SCATorah
18084894194273403,2026-01-27,IMAGE,N/A (not video),False,https://www.instagram.com/p/DUBC6MpAE74/,"If you’re looking for a FREE trip to Israel- you came to the right page! Dates are out for our next birthright trip and it’s going to be INSANE! First come, first serve- so sign up ASAP if you’re interested in this LIFE CHANGING trip!"
18095653394492252,2026-01-26,VIDEO,1179,False,https://www.instagram.com/reel/DT-qHizgN1v/,"IDF solders singing Hatikva by the body of Ran Gvili HYD, the last hostage 💔 🇮🇱"
17909138721299774,2026-01-21,VIDEO,1067,True,https://www.instagram.com/reel/DTyCU9_idzi/,"Episode 289: “Shobabim Fasts to Ta’anit Dibbur”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18135152329493061,2026-01-07,VIDEO,1780,True,https://www.instagram.com/reel/DTOC1NtiZdq/,"Episode 288: “The Custom of Aleppo Regarding Halab Yisrael”   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18095148559899162,2025-12-31,VIDEO,1013,True,https://www.instagram.com/reel/DS8ASzHCZ6z/,"Episode 287: “Fasting During Shobabim”   Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
17868941514511551,2025-12-31,VIDEO,1689,False,https://www.instagram.com/reel/DS7jx9KCWw6/,SCA 2025 Wrapped
18546183049053189,2025-12-22,VIDEO,6059,False,https://www.instagram.com/reel/DSkgVQOiaiD/,“3 lessons about family we learned from our dad”  Marking 12 years since the passing of Rabbi Dr. Ezra Labaton A”H
18087748429960258,2025-12-18,VIDEO,2185,False,https://www.instagram.com/reel/DSaHNW8iUl5/,“Look on the Bright Side” SCA Hanukkah Message by Adele Tawil #SCATorah
18077798332984631,2025-12-17,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DSYQav5Ft3v/,Welcome Home 💙 🇮🇱   #SCAIsrael
18080381359925875,2025-12-17,VIDEO,1091,True,https://www.instagram.com/reel/DSX3QplCWHR/,"Episode 286: “Customary Hanukkah Lighting Procedure”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18088838731807317,2025-12-17,VIDEO,1545,False,https://www.instagram.com/reel/DSXhO3zCYBK/,“Delving Into the Mizmor of Hanukkah” SCA Hanukkah Message by Marjorie Salem #SCATorah
17943624444091557,2025-12-16,VIDEO,1935,False,https://www.instagram.com/reel/DSU6-JRiYcA/,“A Holy Candle” SCA Hanukkah Message by Rachelle Tawil #SCATorah
18075544373214981,2025-12-15,VIDEO,1802,False,https://www.instagram.com/reel/DSScBRqCaj6/,“Value Based Decisions” SCA Hanukkah Message by Aaron Shasha #SCATorah
17886664332406664,2025-12-10,VIDEO,985,True,https://www.instagram.com/reel/DSF5_34Cegd/,"Episode 285: “Reciting the Blessing Before or After Lighting Shabbat Candles”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18107744206622737,2025-11-21,CAROUSEL_ALBUM,N/A (not video),False,https://www.instagram.com/p/DRUdH7BFsyy/,Yesterday @themuseumguyisrael gave us a fascinating tour through the new divine Egypt exhibition at the @metmuseum
18062980169405705,2025-11-19,VIDEO,986,True,https://www.instagram.com/reel/DRP3WjrCd7S/,"Episode 284: “Customs of a Siyum”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
18086019269300008,2025-11-18,IMAGE,N/A (not video),False,https://www.instagram.com/p/DRNKvL0lrej/,"Explore the new Divine Egypt exhibition at the Met with renowned guide Nachliel Selavan — “The Museum Guy”. An immersive, insightful experience you won’t want to miss.  📅 This Thurs, Nov 20 | 12:30–2:30 PM 📍 Metropolitan Museum of Art 📱 RSVP: 646-318-3236"
18087348265984963,2025-11-14,VIDEO,915,False,https://www.instagram.com/reel/DRCoVnyic8s/,"TOMORROW NIGHT! We’re partnering with @thecenterscc to host Former Israeli Prime Minister Naftali Bennett for a talk on “Lessons in Leadership”, moderated by Joey Alan Shamah  🗓️ Saturday night, Nov 15  🎟️ Get tickets at scclive.org/bennett"
18072075884254386,2025-11-12,VIDEO,894,True,https://www.instagram.com/reel/DQ9wh69gNop/,"Episode 283: “Wearing a Talet Qatan”  Minhag of the Week is a weekly video series featuring Joey Mosseri, Morris Arking & Joseph Harari who educate our community about its Syrian and Middle Eastern traditions. Minhag of the Week is a project of the Sephardic Community Alliance.  #SCAMinhagOfTheWeek #SCAHeritage"
17906520939266548,2025-11-11,IMAGE,N/A (not video),False,https://www.instagram.com/p/DQ7B3TLgBQE/,Join Mrs. Michal Tawil’s weekly Zoom class on “Connecting to God through our Personal Relationships”! #SCATorah
